method,n,mean_pi,median_pi,std_pi,iqr_pi,mean_final_gap,median_final_gap,mean_bootstrap_time_ms,median_bootstrap_time_ms,mean_moved_ops_frac,optimality_proof_rate,feasibility_failure_rate,n_all,n_errors
cpsat_warm,560,0.02184170028785238,0.014921114843249352,0.022779981200951833,0.025065832741906525,0.0060764943440298844,0.0,0.0,0.0,0.6347485321972358,0.0,0.0,560,0
boot_warm,560,0.02290388475512251,0.0215921454236361,0.01436080580793076,0.019875526725486446,0.009610206032907617,0.004337277736038,0.0,0.0,0.8726462802815033,0.0,0.0,560,0
boot_cold,560,0.02999909858680832,0.027995499404770252,0.016666083021533794,0.022262192483840426,0.015636651507672326,0.01184669564845785,0.0,0.0,0.8546226443268312,0.0,0.0,560,0
cpsat_cold,560,0.04797253533447735,0.0460169044852099,0.019677222014541296,0.02666880278131853,0.01758926284919987,0.0135594778451921,0.0,0.0,0.946025422236895,0.0,0.0,560,0
