seed,method,split,instance,delta_kind,num_ops,size_bucket,objective,initial_objective,best_known,final_gap,primal_integral,rounds,improving_rounds,repair_improvement
1,fixed_critical_block_40,i6_r4_s1,0,base,225,medium,713,713.0,713,0.0,0.015075455524301163,107,0,0
1,fixed_critical_block_40,i6_r4_s1,1,duration_jitter,225,medium,733,733.0,720,0.018055555555555554,0.08159856636318488,112,0,0
1,fixed_critical_block_40,i6_r4_s1,2,cancellation,210,medium,711,713.0,705,0.00851063829787234,0.016982437370932017,136,1,2
1,fixed_critical_block_40,i6_r4_s1,3,cancellation,195,medium,678,678.0,667,0.01649175412293853,0.027314625812544013,162,0,0
1,fixed_critical_block_40,i6_r4_s1,4,arrival,210,medium,680,680.0,675,0.007407407407407408,0.026291892384114262,130,0,0
1,fixed_delta_expand_40,i6_r4_s1,0,base,225,medium,713,713.0,713,0.0,0.014996282013176768,107,0,0
1,fixed_delta_expand_40,i6_r4_s1,1,duration_jitter,225,medium,733,733.0,720,0.018055555555555554,0.08149380926952696,114,0,0
1,fixed_delta_expand_40,i6_r4_s1,2,cancellation,210,medium,711,713.0,705,0.00851063829787234,0.016960860734755105,137,1,2
1,fixed_delta_expand_40,i6_r4_s1,3,cancellation,195,medium,674,674.0,667,0.010494752623688156,0.019761616970227245,152,0,0
1,fixed_delta_expand_40,i6_r4_s1,4,arrival,210,medium,687,688.0,675,0.017777777777777778,0.038833988673859954,145,1,1
1,fixed_late_jobs_40,i6_r4_s1,0,base,225,medium,713,713.0,713,0.0,0.015177926861776237,59,0,0
1,fixed_late_jobs_40,i6_r4_s1,1,duration_jitter,225,medium,733,733.0,720,0.018055555555555554,0.08108567609390271,84,0,0
1,fixed_late_jobs_40,i6_r4_s1,2,cancellation,210,medium,711,713.0,705,0.00851063829787234,0.0169838474989342,36,1,2
1,fixed_late_jobs_40,i6_r4_s1,3,cancellation,195,medium,667,667.0,667,0.0,0.011554897638316882,161,0,0
1,fixed_late_jobs_40,i6_r4_s1,4,arrival,210,medium,689,692.0,675,0.02074074074074074,0.03225223434813043,169,1,3
1,fixed_outage_window_40,i6_r4_s1,0,base,225,medium,713,713.0,713,0.0,0.015130092844746316,106,0,0
1,fixed_outage_window_40,i6_r4_s1,1,duration_jitter,225,medium,733,733.0,720,0.018055555555555554,0.08221080844203653,114,0,0
1,fixed_outage_window_40,i6_r4_s1,2,cancellation,210,medium,711,713.0,705,0.00851063829787234,0.017000330975770455,137,1,2
1,fixed_outage_window_40,i6_r4_s1,3,cancellation,195,medium,674,674.0,667,0.010494752623688156,0.019694338606196994,153,0,0
1,fixed_outage_window_40,i6_r4_s1,4,arrival,210,medium,687,688.0,675,0.017777777777777778,0.03849786652934186,145,1,1
2,cpsat_cold,full,0,base,225,medium,710,,699,0.015736766809728183,0.03276339742699049,0,0,0
2,cpsat_cold,full,1,duration_jitter,225,medium,725,,712,0.018258426966292134,0.03391466138389741,0,0,0
2,cpsat_cold,full,2,arrival,240,medium,735,,726,0.012396694214876033,0.052797023504537896,0,0,0
2,cpsat_cold,full,3,duration_jitter,240,medium,742,,729,0.01783264746227709,0.02758968711697892,0,0,0
2,cpsat_cold,full,4,outage,240,medium,745,,736,0.012228260869565218,0.03807218227318472,0,0,0
2,cpsat_warm,full,0,base,225,medium,710,,699,0.015736766809728183,0.03279543219230225,0,0,0
2,cpsat_warm,full,1,duration_jitter,225,medium,717,,712,0.007022471910112359,0.039412966772264475,0,0,0
2,cpsat_warm,full,2,arrival,240,medium,728,,726,0.0027548209366391185,0.025629374079001205,0,0,0
2,cpsat_warm,full,3,duration_jitter,240,medium,732,,729,0.00411522633744856,0.03050319278249513,0,0,0
2,cpsat_warm,full,4,outage,240,medium,751,,736,0.020380434782608696,0.036427953587929586,0,0,0
2,fixed_random_40,i8_r2_s0.5,0,base,225,medium,705,712.0,699,0.008583690987124463,0.03126165705494592,57,3,7
2,fixed_random_40,i8_r2_s0.5,1,duration_jitter,225,medium,721,725.0,712,0.012640449438202247,0.04552641576476898,59,1,4
2,fixed_random_40,i8_r2_s0.5,2,arrival,240,medium,751,772.0,726,0.03443526170798898,0.07159889643916367,44,3,21
2,fixed_random_40,i8_r2_s0.5,3,duration_jitter,240,medium,729,743.0,729,0.0,0.034849573041454376,45,5,14
2,fixed_random_40,i8_r2_s0.5,4,outage,240,medium,736,742.0,736,0.0,0.05379177487227771,48,4,6
2,fixed_delta_40,i8_r2_s0.5,0,base,225,medium,705,712.0,699,0.008583690987124463,0.031239266883199994,57,3,7
2,fixed_delta_40,i8_r2_s0.5,1,duration_jitter,225,medium,721,725.0,712,0.012640449438202247,0.04577336172612752,61,1,4
2,fixed_delta_40,i8_r2_s0.5,2,arrival,240,medium,726,732.0,726,0.0,0.03185351086183038,50,3,6
2,fixed_delta_40,i8_r2_s0.5,3,duration_jitter,240,medium,729,744.0,729,0.0,0.05987574246611661,50,2,15
2,fixed_delta_40,i8_r2_s0.5,4,outage,240,medium,754,763.0,736,0.024456521739130436,0.047332115645823916,48,4,9
2,fixed_critical_40,i8_r2_s0.5,0,base,225,medium,705,712.0,699,0.008583690987124463,0.031101860967273232,57,3,7
2,fixed_critical_40,i8_r2_s0.5,1,duration_jitter,225,medium,725,725.0,712,0.018258426966292134,0.03211071978164073,51,0,0
2,fixed_critical_40,i8_r2_s0.5,2,arrival,240,medium,752,753.0,726,0.03581267217630854,0.0506492964905783,48,1,1
2,fixed_critical_40,i8_r2_s0.5,3,duration_jitter,240,medium,751,755.0,729,0.03017832647462277,0.04448256117651616,47,2,4
2,fixed_critical_40,i8_r2_s0.5,4,outage,240,medium,745,745.0,736,0.012228260869565218,0.04014411976375255,30,0,0
2,fixed_machine_40,i8_r2_s0.5,0,base,225,medium,705,712.0,699,0.008583690987124463,0.03130820569841179,49,4,7
