instance,delta_kind,num_ops,round_index,arm,objective_before,objective_after,improved,elapsed,round_time,reward
5,outage,225,3,random_40,727,727,False,8.218422522011679,0.028668930986896157,0.0
5,outage,225,4,critical_40,727,727,False,8.247113268997055,0.02869074698537588,0.0
5,outage,225,5,delta_40,727,727,False,8.275655781995738,0.028542512998683378,0.0
5,outage,225,6,critical_40,727,727,False,8.30533523199847,0.029679450002731755,0.0
5,outage,225,7,critical_40,727,727,False,8.335031930997502,0.029696698999032378,0.0
5,outage,225,8,random_40,727,727,False,8.363675714004785,0.028643783007282764,0.0
5,outage,225,9,random_40,727,727,False,8.39122488501016,0.027549171005375683,0.0
5,outage,225,10,random_40,727,727,False,8.4201189490268,0.028894064016640186,0.0
5,outage,225,11,delta_40,727,727,False,8.448046827048529,0.027927878021728247,0.0
5,outage,225,12,random_40,727,727,False,8.475724887073739,0.02767806002520956,0.0
5,outage,225,13,delta_40,727,727,False,8.50417831807863,0.028453431004891172,0.0
5,outage,225,14,critical_40,727,727,False,8.532583756081294,0.028405438002664596,0.0
5,outage,225,15,random_40,727,727,False,8.559850339079276,0.02726658299798146,0.0
5,outage,225,16,critical_40,727,727,False,8.588114951067837,0.028264611988561228,0.0
5,outage,225,17,critical_40,727,727,False,8.616702972067287,0.028588020999450237,0.0
5,outage,225,18,critical_40,727,727,False,8.645818471064558,0.02911549899727106,0.0
5,outage,225,19,random_40,727,727,False,8.67291110305814,0.027092631993582472,0.0
5,outage,225,20,delta_40,727,727,False,8.699974708055379,0.027063604997238144,0.0
5,outage,225,21,random_40,727,727,False,8.72802004305413,0.02804533499875106,0.0
5,outage,225,22,random_40,727,727,False,8.757062341057463,0.02904229800333269,0.0
5,outage,225,23,random_40,727,727,False,8.784410104039125,0.027347762981662527,0.0
5,outage,225,24,delta_40,727,727,False,8.812079299037578,0.02766919499845244,0.0
5,outage,225,25,random_40,727,727,False,8.839515631028917,0.027436331991339102,0.0
5,outage,225,26,critical_40,727,727,False,8.867147552053211,0.02763192102429457,0.0
5,outage,225,27,random_40,727,727,False,8.894109538057819,0.026961986004607752,0.0
5,outage,225,28,delta_40,727,727,False,8.922338589065475,0.02822905100765638,0.0
5,outage,225,29,random_40,727,727,False,8.950442915054737,0.02810432598926127,0.0
5,outage,225,30,critical_40,727,727,False,8.978555242036236,0.02811232698149979,0.0
5,outage,225,31,random_40,727,727,False,9.007119204034097,0.028563961997861043,0.0
5,outage,225,32,random_40,727,727,False,9.036169836035697,0.029050632001599297,0.0
5,outage,225,33,critical_40,727,727,False,9.062711444043089,0.026541608007391915,0.0
5,outage,225,34,random_40,727,727,False,9.09035497205332,0.02764352801023051,0.0
5,outage,225,35,random_40,727,727,False,9.118759160046466,0.02840418799314648,0.0
5,outage,225,36,random_40,727,727,False,9.146773361047963,0.028014201001496986,0.0
5,outage,225,37,random_40,727,727,False,9.175245289050508,0.02847192800254561,0.0
5,outage,225,38,random_40,727,727,False,9.204305287043098,0.02905999799259007,0.0
5,outage,225,39,critical_40,727,727,False,9.234219447040232,0.029914159997133538,0.0
5,outage,225,40,delta_40,727,727,False,9.264598232053686,0.030378785013454035,0.0
5,outage,225,41,random_40,727,727,False,9.292556523054373,0.027958291000686586,0.0
5,outage,225,42,random_40,727,727,False,9.320153565058718,0.027597042004344985,0.0
5,outage,225,43,random_40,727,727,False,9.350281880033435,0.030128314974717796,0.0
5,outage,225,44,critical_40,727,727,False,9.377251916012028,0.026970035978592932,0.0
5,outage,225,45,delta_40,727,727,False,9.406392295000842,0.02914037898881361,0.0
5,outage,225,46,random_40,727,727,False,9.434773927991046,0.028381632990203798,0.0
5,outage,225,47,random_40,727,727,False,9.46386295100092,0.029089023009873927,0.0
5,outage,225,48,random_40,727,727,False,9.492818583996268,0.028955632995348424,0.0
5,outage,225,49,random_40,727,727,False,9.521785893011838,0.02896730901557021,0.0
5,outage,225,50,critical_40,727,727,False,9.551198950008256,0.029413056996418163,0.0
5,outage,225,51,random_40,727,727,False,9.579941503005102,0.028742552996845916,0.0
5,outage,225,52,random_40,727,727,False,9.607290323998313,0.02734882099321112,0.0
5,outage,225,53,random_40,727,727,False,9.634333505004179,0.027043181005865335,0.0
5,outage,225,54,random_40,727,727,False,9.66349646600429,0.029162961000110954,0.0
5,outage,225,55,delta_40,727,727,False,9.693800655019004,0.03030418901471421,0.0
5,outage,225,56,delta_40,727,727,False,9.722995659016306,0.029195003997301683,0.0
5,outage,225,57,critical_40,727,727,False,9.752687598025659,0.02969193900935352,0.0
5,outage,225,58,random_40,727,727,False,9.780829825002002,0.0281422269763425,0.0
5,outage,225,59,random_40,727,727,False,9.81004047699389,0.02921065199188888,0.0
5,outage,225,60,random_40,727,727,False,9.839666877000127,0.02962640000623651,0.0
5,outage,225,61,random_40,727,727,False,9.867830727016553,0.028163850016426295,0.0
5,outage,225,62,critical_40,727,727,False,9.896762001997558,0.028931274981005117,0.0
5,outage,225,63,critical_40,727,727,False,9.925527999992482,0.028765997994923964,0.0
5,outage,225,64,random_40,727,727,False,9.955027386982692,0.02949938699021004,0.0
6,cancellation,210,0,delta_40,718,718,False,8.027261629991699,0.024416573985945433,0.0
6,cancellation,210,1,random_40,718,718,False,8.05115856800694,0.023896938015241176,0.0
6,cancellation,210,2,random_40,718,718,False,8.07499825002742,0.023839682020479813,0.0
6,cancellation,210,3,delta_40,718,718,False,8.098018014017725,0.023019763990305364,0.0
6,cancellation,210,4,delta_40,718,718,False,8.121380961994873,0.023362947977147996,0.0
6,cancellation,210,5,delta_40,718,718,False,8.144112403999316,0.022731442004442215,0.0
6,cancellation,210,6,random_40,718,718,False,8.167405744025018,0.02329334002570249,0.0
6,cancellation,210,7,delta_40,718,718,False,8.191981015028432,0.024575271003413945,0.0
6,cancellation,210,8,delta_40,718,718,False,8.216268078045687,0.024287063017254695,0.0
6,cancellation,210,9,random_40,718,718,False,8.240608859050553,0.024340781004866585,0.0
6,cancellation,210,10,delta_40,718,718,False,8.264105969050433,0.023497109999880195,0.0
6,cancellation,210,11,critical_40,718,718,False,8.288473044056445,0.024367075006011873,0.0
6,cancellation,210,12,random_40,718,718,False,8.311552207072964,0.023079163016518578,0.0
6,cancellation,210,13,delta_40,718,718,False,8.335504917078651,0.02395271000568755,0.0
6,cancellation,210,14,random_40,718,718,False,8.360191546089482,0.024686629010830075,0.0
6,cancellation,210,15,random_40,718,718,False,8.384755577077158,0.024564030987676233,0.0
6,cancellation,210,16,critical_40,718,718,False,8.409064365085214,0.02430878800805658,0.0
6,cancellation,210,17,random_40,718,718,False,8.43343198709772,0.024367622012505308,0.0
6,cancellation,210,18,delta_40,718,718,False,8.45764531410532,0.024213327007601038,0.0
6,cancellation,210,19,random_40,718,718,False,8.482651969126891,0.025006655021570623,0.0
6,cancellation,210,20,delta_40,718,718,False,8.507433607126586,0.024781637999694794,0.0
6,cancellation,210,21,random_40,718,718,False,8.531673548131948,0.024239941005362198,0.0
6,cancellation,210,22,delta_40,718,718,False,8.556132423138479,0.024458875006530434,0.0
6,cancellation,210,23,random_40,718,718,False,8.580640196130844,0.024507772992365062,0.0
6,cancellation,210,24,random_40,718,718,False,8.604152032145066,0.023511836014222354,0.0
6,cancellation,210,25,random_40,718,718,False,8.628940627124393,0.024788594979327172,0.0
6,cancellation,210,26,delta_40,718,718,False,8.653417575114872,0.024476947990478948,0.0
6,cancellation,210,27,random_40,718,718,False,8.676439259113977,0.023021683999104425,0.0
6,cancellation,210,28,random_40,718,718,False,8.700435218110215,0.023995958996238187,0.0
6,cancellation,210,29,delta_40,718,718,False,8.724313701124629,0.023878483014414087,0.0
6,cancellation,210,30,random_40,718,718,False,8.748216989130015,0.023903288005385548,0.0
6,cancellation,210,31,delta_40,718,718,False,8.77255848411005,0.02434149498003535,0.0
6,cancellation,210,32,random_40,718,718,False,8.796997285098769,0.024438800988718867,0.0
6,cancellation,210,33,delta_40,718,718,False,8.82042873708997,0.023431451991200447,0.0
6,cancellation,210,34,critical_40,718,718,False,8.84406892809784,0.02364019100787118,0.0
6,cancellation,210,35,delta_40,718,718,False,8.867386487108888,0.023317559011047706,0.0
6,cancellation,210,36,random_40,718,718,False,8.891374438098865,0.023987950989976525,0.0
6,cancellation,210,37,delta_40,718,718,False,8.91561266311328,0.02423822501441464,0.0
6,cancellation,210,38,delta_40,718,718,False,8.938966393121518,0.023353730008238927,0.0
6,cancellation,210,39,delta_40,718,718,False,8.964463594107656,0.025497200986137614,0.0
6,cancellation,210,40,random_40,718,718,False,8.98818573509925,0.023722140991594642,0.0
6,cancellation,210,41,random_40,718,718,False,9.012529668107163,0.02434393300791271,0.0
6,cancellation,210,42,random_40,718,718,False,9.036913282121532,0.024383614014368504,0.0
6,cancellation,210,43,random_40,718,718,False,9.061460353113944,0.024547070992412046,0.0
6,cancellation,210,44,critical_40,718,718,False,9.085642236110289,0.02418188299634494,0.0
6,cancellation,210,45,delta_40,718,718,False,9.110311673110118,0.024669436999829486,0.0
6,cancellation,210,46,delta_40,718,718,False,9.133279038098408,0.022967364988289773,0.0
6,cancellation,210,47,critical_40,718,718,False,9.157613151095575,0.024334112997166812,0.0
6,cancellation,210,48,random_40,718,718,False,9.183119721070398,0.025506569974822924,0.0
6,cancellation,210,49,delta_40,718,718,False,9.207695098069962,0.02457537699956447,0.0
6,cancellation,210,50,random_40,718,718,False,9.234178151062224,0.026483052992261946,0.0
6,cancellation,210,51,delta_40,718,718,False,9.257658561051358,0.023480409989133477,0.0
6,cancellation,210,52,random_40,718,718,False,9.280888906068867,0.023230345017509535,0.0
6,cancellation,210,53,critical_40,718,718,False,9.304439402068965,0.023550496000098065,0.0
6,cancellation,210,54,random_40,718,718,False,9.32818694706657,0.023747544997604564,0.0
6,cancellation,210,55,random_40,718,718,False,9.353120586078148,0.024933639011578634,0.0
6,cancellation,210,56,critical_40,718,718,False,9.376507349079475,0.02338676300132647,0.0
6,cancellation,210,57,random_40,718,718,False,9.401079689094331,0.02457234001485631,0.0
6,cancellation,210,58,critical_40,718,718,False,9.4245112570934,0.023431567999068648,0.0
6,cancellation,210,59,delta_40,718,718,False,9.448401883069891,0.02389062597649172,0.0
6,cancellation,210,60,critical_40,718,718,False,9.473267863068031,0.024865979998139665,0.0
6,cancellation,210,61,delta_40,718,718,False,9.496614722069353,0.023346859001321718,0.0
6,cancellation,210,62,delta_40,718,718,False,9.520536859054118,0.02392213698476553,0.0
6,cancellation,210,63,delta_40,718,718,False,9.54462000206695,0.024083143012830988,0.0
6,cancellation,210,64,delta_40,718,718,False,9.568912447080947,0.024292445013998076,0.0
6,cancellation,210,65,random_40,718,718,False,9.59321666607866,0.02430421899771318,0.0
6,cancellation,210,66,delta_40,718,718,False,9.617889297078364,0.02467263099970296,0.0
6,cancellation,210,67,random_40,718,718,False,9.642099911055993,0.02421061397762969,0.0
6,cancellation,210,68,random_40,718,718,False,9.666114401072264,0.02401449001627043,0.0
6,cancellation,210,69,delta_40,718,718,False,9.691036626056302,0.02492222498403862,0.0
6,cancellation,210,70,critical_40,718,718,False,9.715227064065402,0.024190438009100035,0.0
6,cancellation,210,71,critical_40,718,718,False,9.739548604062293,0.02432153999689035,0.0
6,cancellation,210,72,critical_40,718,718,False,9.763332130067283,0.023783526004990563,0.0
6,cancellation,210,73,random_40,718,718,False,9.789321443066001,0.02598931299871765,0.0
6,cancellation,210,74,random_40,718,718,False,9.813289711048128,0.023968267982127145,0.0
6,cancellation,210,75,random_40,718,718,False,9.83713556904695,0.023845857998821884,0.0
6,cancellation,210,76,critical_40,718,718,False,9.860984848055523,0.02384927900857292,0.0
6,cancellation,210,77,delta_40,718,718,False,9.885206367063802,0.024221519008278847,0.0
6,cancellation,210,78,critical_40,718,718,False,9.909753865067614,0.024547498003812507,0.0
6,cancellation,210,79,delta_40,718,718,False,9.934344521083403,0.024590656015789136,0.0
6,cancellation,210,80,delta_40,718,718,False,9.957751846086467,0.023407325003063306,0.0
