instance,delta_kind,num_ops,round_index,arm,objective_before,objective_after,improved,elapsed,round_time,reward
4,duration_jitter,225,26,random_40,731,731,False,8.813578942004824,0.03149722400121391,0.0
4,duration_jitter,225,27,random_40,731,731,False,8.843187109014252,0.029608167009428144,0.0
4,duration_jitter,225,28,delta_40,731,731,False,8.872456340992358,0.02926923197810538,0.0
4,duration_jitter,225,29,random_40,731,731,False,8.903210657997988,0.030754317005630583,0.0
4,duration_jitter,225,30,delta_40,731,731,False,8.934043351997389,0.030832693999400362,0.0
4,duration_jitter,225,31,random_40,731,731,False,8.963657512998907,0.02961416100151837,0.0
4,duration_jitter,225,32,random_40,731,731,False,8.993619772983948,0.029962259985040873,0.0
4,duration_jitter,225,33,random_40,731,731,False,9.022461773973191,0.028842000989243388,0.0
4,duration_jitter,225,34,delta_40,731,731,False,9.053586118970998,0.031124344997806475,0.0
4,duration_jitter,225,35,delta_40,731,731,False,9.082710691960528,0.02912457298953086,0.0
4,duration_jitter,225,36,random_40,731,731,False,9.111484153952915,0.02877346199238673,0.0
4,duration_jitter,225,37,random_40,731,731,False,9.140739925962407,0.02925577200949192,0.0
4,duration_jitter,225,38,delta_40,731,730,True,9.174380356969777,0.03364043100737035,29.726135190744372
4,duration_jitter,225,39,delta_40,730,730,False,9.203789340972435,0.029408984002657235,0.0
4,duration_jitter,225,40,delta_40,730,730,False,9.234718462976161,0.03092912200372666,0.0
4,duration_jitter,225,41,random_40,730,730,False,9.26463672099635,0.02991825802018866,0.0
4,duration_jitter,225,42,random_40,730,730,False,9.29352714298875,0.02889042199240066,0.0
4,duration_jitter,225,43,delta_40,730,730,False,9.324056780984392,0.03052963799564168,0.0
4,duration_jitter,225,44,critical_40,730,730,False,9.352752350998344,0.02869557001395151,0.0
4,duration_jitter,225,45,delta_40,730,730,False,9.381993910996243,0.029241559997899458,0.0
4,duration_jitter,225,46,delta_40,730,730,False,9.410457676975057,0.02846376597881317,0.0
4,duration_jitter,225,47,delta_40,730,730,False,9.439498607971473,0.029040930996416137,0.0
4,duration_jitter,225,48,random_40,730,730,False,9.468728882959113,0.02923027498763986,0.0
4,duration_jitter,225,49,critical_40,730,730,False,9.498788367956877,0.03005948499776423,0.0
4,duration_jitter,225,50,delta_40,730,730,False,9.527795485948445,0.02900711799156852,0.0
4,duration_jitter,225,51,random_40,730,730,False,9.556633672938915,0.028838186990469694,0.0
4,duration_jitter,225,52,random_40,730,730,False,9.584699204919161,0.028065531980246305,0.0
4,duration_jitter,225,53,random_40,730,730,False,9.613291738904081,0.02859253398492001,0.0
4,duration_jitter,225,54,critical_40,730,730,False,9.642892260890221,0.029600521986139938,0.0
4,duration_jitter,225,55,delta_40,730,730,False,9.673061164910905,0.03016890402068384,0.0
4,duration_jitter,225,56,delta_40,730,730,False,9.701466907921713,0.028405743010807782,0.0
4,duration_jitter,225,57,random_40,730,730,False,9.729635515919654,0.028168607997940853,0.0
4,duration_jitter,225,58,delta_40,730,730,False,9.75897814091877,0.029342624999117106,0.0
4,duration_jitter,225,59,critical_40,730,730,False,9.788410183944507,0.029432043025735766,0.0
4,duration_jitter,225,60,delta_40,730,730,False,9.818116775946692,0.02970659200218506,0.0
4,duration_jitter,225,61,delta_40,730,730,False,9.847882817935897,0.029766041989205405,0.0
4,duration_jitter,225,62,delta_40,730,730,False,9.877053564938251,0.02917074700235389,0.0
4,duration_jitter,225,63,delta_40,730,730,False,9.90599394592573,0.02894038098747842,0.0
4,duration_jitter,225,64,random_40,730,730,False,9.935957214940572,0.029963269014842808,0.0
4,duration_jitter,225,65,delta_40,730,730,False,9.96541670395527,0.029459489014698192,0.0
5,outage,225,0,random_40,740,734,True,8.079846755019389,0.07165477899252437,83.73481970582829
5,outage,225,1,critical_40,734,727,True,8.161031570023624,0.08118481500423513,86.22302088924923
5,outage,225,2,delta_40,727,727,False,8.189753591024783,0.028722021001158282,0.0
